dia_semana,valor,transacoes
Domingo,4051986.48,8397
Quarta,1586638.37,2988
Quinta,1474503.33,2898
Sabado,2558526.19,5161
Segunda,1916360.6,3692
Sexta,1465002.29,3119
Terca,1341593.03,2615
