loja,valor,clientes
Nike Unite,437397.68,784
Claro,374246.76,101
Vivara,346295.47,120
Renner,297542.8,852
Magazine Luiza,238550.56,98
Vivo,223121.0,53
Brooksfield,209168.99,118
C&A,205158.92,619
Óticas Carol,194712.31,101
Centauro,180830.69,441
Empório Du Homem,172762.5,158
Riachuelo,164052.4,557
iPlace Mobile,137349.55,33
TIM ,125326.63,43
Samsung,124382.0,21
Damyller ,116710.0,123
Decathlon,110523.83,415
Polishop,105155.81,112
Noel Decorações,102317.51,182
CLIFIELD,94538.16,106
