quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,5.0,1.0,359.4,Global
40%,9.0,2.0,619.98,Global
60%,12.0,4.0,1009.08,Global
80%,19.0,6.0,1810.62,Global
