perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,13791,166470054.42,916.403716664968,7.243637154666087,17.64,63.12
Premium,13001,46106540.1,572.8832323298514,4.966925621106069,16.63,17.48
Potencial,21902,35601093.07,419.37587045855923,3.796137339055794,28.01,13.5
Pontual,29487,15557838.65,272.9470803055142,2.2641842167734936,37.72,5.9
