shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Pontual,1,Moda,1219163.09,42.84,4100,3027
Balneário Shopping,Pontual,2,Calçados,343907.22,12.08,1078,991
Balneário Shopping,Pontual,3,Beleza e Bem-estar,289403.29,10.17,1448,1198
Balneário Shopping,Pontual,4,Infantil,215987.61000000002,7.59,940,780
Balneário Shopping,Pontual,5,Gastronomia,209118.71,7.35,2086,1401
Balneário Shopping,Pontual,6,Esportes,165889.28,5.83,509,478
Balneário Shopping,Pontual,7,Moda Feminina,136911.67,4.81,381,363
Balneário Shopping,Pontual,8,Presentes e Acessórios,116498.75,4.09,588,524
Balneário Shopping,Pontual,9,Joalheria,88338.38,3.1,172,169
Balneário Shopping,Pontual,10,Ótica,60722.0,2.13,132,130
Balneário Shopping,Potencial,1,Moda,2561112.55,45.21,6236,3433
Balneário Shopping,Potencial,2,Calçados,601487.73,10.62,1391,1169
Balneário Shopping,Potencial,3,Beleza e Bem-estar,559612.95,9.88,2041,1460
Balneário Shopping,Potencial,4,Infantil,334082.46,5.9,1197,888
Balneário Shopping,Potencial,5,Esportes,309024.48,5.46,758,650
Balneário Shopping,Potencial,6,Joalheria,307594.65,5.43,381,340
Balneário Shopping,Potencial,7,Moda Feminina,289583.57,5.11,464,415
Balneário Shopping,Potencial,8,Gastronomia,288272.85,5.09,2494,1483
Balneário Shopping,Potencial,9,Presentes e Acessórios,218437.13,3.86,832,701
Balneário Shopping,Potencial,10,Ótica,195715.4,3.45,225,215
Balneário Shopping,Premium,1,Moda,2626641.83,44.52,5182,2421
Balneário Shopping,Premium,2,Beleza e Bem-estar,580255.71,9.83,1716,1142
Balneário Shopping,Premium,3,Joalheria,549623.85,9.32,405,345
Balneário Shopping,Premium,4,Calçados,496412.21,8.41,1033,814
Balneário Shopping,Premium,5,Moda Feminina,423041.32,7.17,482,398
Balneário Shopping,Premium,6,Infantil,320978.52,5.44,1010,721
Balneário Shopping,Premium,7,Gastronomia,272422.45,4.62,2268,1135
Balneário Shopping,Premium,8,Esportes,228002.61000000002,3.86,539,444
Balneário Shopping,Premium,9,Casa e Decoração,212071.81,3.59,347,274
Balneário Shopping,Premium,10,Ótica,190500.32,3.23,149,136
Balneário Shopping,VIP,1,Moda,6578757.71,39.34,10059,3672
Balneário Shopping,VIP,2,Joalheria,2785414.19,16.65,910,719
Balneário Shopping,VIP,3,Beleza e Bem-estar,1380237.43,8.25,3532,1966
Balneário Shopping,VIP,4,Moda Feminina,1189872.24,7.11,1027,762
Balneário Shopping,VIP,5,Calçados,1114710.29,6.67,1818,1323
Balneário Shopping,VIP,6,Eletrônicos,945876.22,5.66,322,280
Balneário Shopping,VIP,7,Infantil,782557.59,4.68,2168,1344
Balneário Shopping,VIP,8,Casa e Decoração,684693.57,4.09,847,601
Balneário Shopping,VIP,9,Gastronomia,678594.84,4.06,4839,2066
Balneário Shopping,VIP,10,Telefonia,584093.2,3.49,120,90
Continente Shopping,Pontual,1,Moda,1417018.08,50.54,5232,3700
Continente Shopping,Pontual,2,Calçados,360213.69,12.85,1496,1317
Continente Shopping,Pontual,3,Gastronomia,246752.53,8.8,3204,1972
Continente Shopping,Pontual,4,Esportes,235500.80000000002,8.4,988,896
Continente Shopping,Pontual,5,Beleza e Bem-estar,177202.86000000002,6.32,1098,921
Continente Shopping,Pontual,6,Infantil,97508.31,3.48,528,455
Continente Shopping,Pontual,7,Ótica,82499.34,2.94,156,153
Continente Shopping,Pontual,8,Eletrodomésticos,70171.96,2.5,461,396
Continente Shopping,Pontual,9,Joalheria,61385.52,2.19,151,146
Continente Shopping,Pontual,10,Moda Feminina,55659.66,1.99,146,140
Continente Shopping,Potencial,1,Moda,2275766.1,50.74,6313,3303
Continente Shopping,Potencial,2,Calçados,465537.02,10.38,1707,1313
Continente Shopping,Potencial,3,Esportes,370962.44,8.27,1168,945
Continente Shopping,Potencial,4,Beleza e Bem-estar,264351.91,5.89,1304,980
Continente Shopping,Potencial,5,Gastronomia,259775.88999999998,5.79,3313,1692
Continente Shopping,Potencial,6,Ótica,232435.22,5.18,256,243
Continente Shopping,Potencial,7,Joalheria,184216.01,4.11,259,247
Continente Shopping,Potencial,8,Infantil,181133.05,4.04,692,563
Continente Shopping,Potencial,9,Eletrodomésticos,146031.25,3.26,515,416
Continente Shopping,Potencial,10,Moda Feminina,105042.14,2.34,206,179
Continente Shopping,Premium,1,Moda,1610226.45,43.02,3967,1764
Continente Shopping,Premium,2,Telefonia,342177.1,9.14,143,122
Continente Shopping,Premium,3,Calçados,321554.82,8.59,1151,807
Continente Shopping,Premium,4,Ótica,280113.31,7.48,185,170
Continente Shopping,Premium,5,Joalheria,268473.33,7.17,221,195
Continente Shopping,Premium,6,Gastronomia,213521.68,5.7,2735,1132
Continente Shopping,Premium,7,Eletrodomésticos,203348.44,5.43,383,302
Continente Shopping,Premium,8,Beleza e Bem-estar,200560.2,5.36,919,653
Continente Shopping,Premium,9,Esportes,186003.84,4.97,605,470
Continente Shopping,Premium,10,Infantil,117303.52,3.13,481,370
Continente Shopping,VIP,1,Moda,1916285.14,32.8,4184,1535
Continente Shopping,VIP,2,Telefonia,1082125.8,18.52,263,178
Continente Shopping,VIP,3,Joalheria,738121.58,12.63,254,223
Continente Shopping,VIP,4,Eletrodomésticos,380389.77,6.51,580,339
Continente Shopping,VIP,5,Ótica,347525.64,5.95,187,163
Continente Shopping,VIP,6,Calçados,332198.38,5.69,1189,746
Continente Shopping,VIP,7,Gastronomia,325933.74,5.58,4266,1212
Continente Shopping,VIP,8,Beleza e Bem-estar,263548.41,4.51,1076,675
Continente Shopping,VIP,9,Esportes,234869.95,4.02,694,498
Continente Shopping,VIP,10,Casa e Decoração,222054.55,3.8,259,199
Garten Shopping,Pontual,1,Moda,1229727.59,45.33,4684,3390
Garten Shopping,Pontual,2,Calçados,281938.46,10.39,1251,1079
Garten Shopping,Pontual,3,Esportes,249672.98,9.2,862,787
Garten Shopping,Pontual,4,Gastronomia,189343.61,6.98,2252,1441
Garten Shopping,Pontual,5,Presentes e Acessórios,176393.31,6.5,1087,927
Garten Shopping,Pontual,6,Beleza e Bem-estar,149699.34,5.52,683,610
Garten Shopping,Pontual,7,Casa e Decoração,141312.32,5.21,739,645
Garten Shopping,Pontual,8,Infantil,121040.81,4.46,627,552
Garten Shopping,Pontual,9,Ótica,90420.15,3.33,210,208
Garten Shopping,Pontual,10,Joalheria,83238.02,3.07,188,185
Garten Shopping,Potencial,1,Moda,2073948.43,47.23,5971,3181
Garten Shopping,Potencial,2,Calçados,405375.35,9.23,1493,1193
Garten Shopping,Potencial,3,Esportes,347450.54000000004,7.91,928,786
Garten Shopping,Potencial,4,Beleza e Bem-estar,283061.68,6.45,902,747
Garten Shopping,Potencial,5,Presentes e Acessórios,235882.41,5.37,1177,936
Garten Shopping,Potencial,6,Gastronomia,230280.49,5.24,2444,1356
Garten Shopping,Potencial,7,Joalheria,225073.68,5.13,300,279
Garten Shopping,Potencial,8,Casa e Decoração,219734.27,5.0,788,646
Garten Shopping,Potencial,9,Infantil,202528.29,4.61,849,701
Garten Shopping,Potencial,10,Ótica,167917.52,3.82,239,228
Garten Shopping,Premium,1,Moda,1651932.55,45.65,4338,1961
Garten Shopping,Premium,2,Calçados,321321.94,8.88,1019,798
Garten Shopping,Premium,3,Joalheria,276383.19,7.64,250,220
Garten Shopping,Premium,4,Esportes,257804.86000000002,7.12,661,524
