perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Pontual;Balneário Shopping;Feminino;1;Renner;150067,53;22,73;598;540
Pontual;Balneário Shopping;Feminino;2;Zara;112800,45;17,08;349;315
Pontual;Balneário Shopping;Feminino;3;C&A;71355,85;10,81;317;292
Pontual;Balneário Shopping;Feminino;4;Centauro;68567,37;10,38;230;218
Pontual;Balneário Shopping;Feminino;5;Riachuelo;65057,03;9,85;258;235
Pontual;Balneário Shopping;Feminino;6;Sephora;45499,81;6,89;158;151
Pontual;Balneário Shopping;Feminino;7;O Boticário;39452,94;5,98;195;186
Pontual;Balneário Shopping;Feminino;8;Studio Z;37293,13;5,65;222;206
Pontual;Balneário Shopping;Feminino;9;Valenttina;35901,700000000004;5,44;140;133
Pontual;Balneário Shopping;Feminino;10;Superlegal Brinquedos;34265,96;5,19;172;156
Pontual;Balneário Shopping;Masculino;1;Centauro;83069,82;21,07;229;215
Pontual;Balneário Shopping;Masculino;2;Renner;68013,78;17,25;278;249
Pontual;Balneário Shopping;Masculino;3;Zara;61088,6;15,5;173;159
Pontual;Balneário Shopping;Masculino;4;C&A;35309,37;8,96;150;134
Pontual;Balneário Shopping;Masculino;5;Democrata;29509,559999999998;7,49;76;74
Pontual;Balneário Shopping;Masculino;6;Riachuelo;28537,25;7,24;116;114
Pontual;Balneário Shopping;Masculino;7;Life Vivara;23636,5;6,0;44;44
Pontual;Balneário Shopping;Masculino;8;Vans;23198,31;5,89;49;47
Pontual;Balneário Shopping;Masculino;9;Superlegal Brinquedos;22157,82;5,62;110;100
Pontual;Balneário Shopping;Masculino;10;Lindt;19667,28;4,99;104;95
Pontual;Continente Shopping;Feminino;1;Renner;164402,7;21,87;671;587
Pontual;Continente Shopping;Feminino;2;C&A;115092,37;15,31;475;425
Pontual;Continente Shopping;Feminino;3;Nike Unite;106801,33;14,21;332;305
Pontual;Continente Shopping;Feminino;4;Riachuelo;84291,46;11,21;397;355
Pontual;Continente Shopping;Feminino;5;Centauro;66986,83;8,91;266;254
Pontual;Continente Shopping;Feminino;6;Decathlon;47440,35;6,31;245;228
Pontual;Continente Shopping;Feminino;7;Pernambucanas;44269,69;5,89;223;195
Pontual;Continente Shopping;Feminino;8;Carioca Calçados;42587,19;5,66;142;136
Pontual;Continente Shopping;Feminino;9;Studio Z;40778,6;5,42;250;232
Pontual;Continente Shopping;Feminino;10;Ri Happy Baby;39125,32;5,2;223;200
Pontual;Continente Shopping;Masculino;1;Nike Unite;93539,36;18,17;263;242
Pontual;Continente Shopping;Masculino;2;Centauro;74951,62;14,56;256;239
Pontual;Continente Shopping;Masculino;3;Renner;67810,64;13,17;310;285
Pontual;Continente Shopping;Masculino;4;C&A;63358,37;12,31;234;222
Pontual;Continente Shopping;Masculino;5;Decathlon;45947,020000000004;8,93;220;202
Pontual;Continente Shopping;Masculino;6;Riachuelo;45688,17;8,88;207;193
