cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
136,384.93,1,6,Garten Shopping,Masculino,Moda,5,1,2,8,Potencial
152,1083.88,12,2,Garten Shopping,Feminino,Gastronomia,5,5,4,14,VIP
164,787.88,6,3,Nações Shopping,Feminino,Gastronomia,5,5,4,14,VIP
168,1785.8200000000002,34,2,Continente Shopping,Feminino,Gastronomia,5,5,5,15,VIP
170,1360.74,6,22,Nações Shopping,Masculino,Gastronomia,2,5,4,11,Premium
177,58.45,1,3,Nações Shopping,Feminino,Pets,5,1,1,7,Potencial
195,271.95,3,3,Continente Shopping,Feminino,Farmácias,5,3,2,10,Premium
234,395.79999999999995,3,21,Balneário Shopping,Feminino,Beleza e Bem-estar,3,3,2,8,Potencial
235,222.57,3,8,Continente Shopping,Masculino,Gastronomia,5,3,1,9,Potencial
272,1563.45,19,4,Norte Shopping,Feminino,Calçados,5,5,5,15,VIP
277,76.0,2,14,Neumarkt Shopping,Feminino,Gastronomia,4,2,1,7,Potencial
281,1491.8899999999999,4,8,Balneário Shopping,Feminino,Gastronomia,5,4,5,14,VIP
307,539.1,7,4,Balneário Shopping,Feminino,Gastronomia,5,5,3,13,VIP
349,1764.67,5,23,Neumarkt Shopping,Masculino,Pets,2,5,5,12,Premium
375,1184.24,31,3,Garten Shopping,Feminino,Gastronomia,5,5,4,14,VIP
382,1164.1299999999999,16,2,Balneário Shopping,Feminino,Gastronomia,5,5,4,14,VIP
424,56.7,3,5,Continente Shopping,Masculino,Gastronomia,5,3,1,9,Potencial
568,2672.07,9,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
610,1238.79,20,8,Neumarkt Shopping,Masculino,Gastronomia,5,5,4,14,VIP
617,12.9,1,23,Garten Shopping,Feminino,Papelaria,2,1,1,4,Pontual
649,240.26999999999998,7,5,Continente Shopping,Masculino,Gastronomia,5,5,1,11,Premium
795,349.99,1,21,Balneário Shopping,Feminino,Esportes,3,1,2,6,Pontual
848,590.47,2,25,Continente Shopping,Feminino,Moda,2,2,3,7,Potencial
878,499.9,1,12,Garten Shopping,Feminino,Moda,4,1,3,8,Potencial
907,216.5,3,14,Nações Shopping,Feminino,Beleza e Bem-estar,4,3,1,8,Potencial
948,120.69999999999999,2,7,Norte Shopping,Masculino,Beleza e Bem-estar,5,2,1,8,Potencial
