shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Garten Shopping,1897,1778858.68,3.0,3.0,3.0,9.0,937.7220242488139,271,501012.84,1848.7558671586717,536,685897.56,1279.6596268656717,715,491883.38,687.9487832167832,375,100064.9,266.8397333333333,25.1
Balneário Shopping,1252,1746207.02,3.0,3.0,3.0,9.0,1394.7340415335464,202,690162.54,3416.6462376237628,313,552499.07,1765.1727476038336,459,405400.59,883.2256862745098,278,98144.82,353.0389208633094,24.63
Continente Shopping,1503,1529982.82,3.0,3.0,3.0,9.0,1017.9526413838989,208,439256.87,2111.811875,416,612309.7,1471.8983173076922,570,385013.17,675.4617017543859,309,93403.08,302.27533980582524,21.58
Neumarkt Shopping,1087,1128092.06,3.0,3.0,3.0,9.0,1037.8031830726773,171,394581.64,2307.494970760234,269,355701.96,1322.312118959108,417,316690.71,759.4501438848921,230,61117.75,265.72934782608695,15.91
Nações Shopping,595,475532.73,3.0,3.0,3.0,9.0,799.2146722689075,77,131638.74,1709.594025974026,188,201911.55,1073.9976063829786,219,115818.91,528.8534703196348,111,26163.53,235.70747747747745,6.71
Norte Shopping,597,429714.37,3.0,3.0,3.0,9.0,719.7895644891122,78,122672.36,1572.722564102564,175,172724.21,986.9954857142857,229,108415.92,473.4319650655022,115,25901.88,225.2337391304348,6.06
