quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,11.0,1.0,245.68,Global
40%,19.0,2.0,450.97,Global
60%,21.0,3.0,763.0,Global
80%,25.0,4.0,1369.8700000000001,Global
