quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,6.0,1.0,209.26000000000002,Global
40%,13.0,2.0,422.546,Global
60%,19.0,3.0,729.2199999999999,Global
80%,26.0,5.0,1374.7220000000004,Global
