cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
151,4285.13,13,23,Neumarkt Shopping,Masculino,Gastronomia,2,5,5,12,Premium
164,94.0,2,27,Nações Shopping,Feminino,Gastronomia,1,2,1,4,Pontual
168,426.52000000000004,12,0,Continente Shopping,Feminino,Gastronomia,5,5,3,13,VIP
195,760.9,4,1,Continente Shopping,Feminino,Beleza e Bem-estar,5,4,4,13,VIP
235,261.64,3,17,Continente Shopping,Masculino,Gastronomia,3,3,2,8,Potencial
277,209.89000000000001,2,16,Neumarkt Shopping,Feminino,Casa e Decoração,3,2,2,7,Potencial
288,90.86,1,12,Continente Shopping,Feminino,Casa e Decoração,4,1,1,6,Pontual
310,403.98,2,3,Continente Shopping,Feminino,Esportes,5,2,2,9,Potencial
375,384.45,4,26,Garten Shopping,Feminino,Gastronomia,2,4,2,8,Potencial
382,5523.32,17,0,Balneário Shopping,Feminino,Gastronomia,5,5,5,15,VIP
424,369.0,1,26,Continente Shopping,Masculino,Eletrodomésticos,2,1,2,5,Pontual
568,906.49,10,2,Neumarkt Shopping,Feminino,Gastronomia,5,5,4,14,VIP
614,4324.98,1,18,Continente Shopping,Feminino,Ótica,3,1,5,9,Potencial
649,88.9,4,0,Continente Shopping,Masculino,Gastronomia,5,4,1,10,Premium
718,579.6,1,16,Garten Shopping,Masculino,Moda,3,1,3,7,Potencial
741,91.13,4,28,Continente Shopping,Feminino,Eletrodomésticos,1,4,1,6,Pontual
1007,2235.0,1,3,Neumarkt Shopping,Feminino,Moda Feminina,5,1,5,11,Premium
1115,96.17,2,17,Nações Shopping,Feminino,Beleza e Bem-estar,3,2,1,6,Pontual
1167,192.7,4,18,Nações Shopping,Feminino,Gastronomia,3,4,1,8,Potencial
1178,1966.95,8,21,Neumarkt Shopping,Feminino,Gastronomia,2,5,5,12,Premium
1213,238.8,3,4,Continente Shopping,Feminino,Gastronomia,5,3,2,10,Premium
1392,279.47,2,18,Norte Shopping,Feminino,Casa e Decoração,3,2,2,7,Potencial
1397,599.93,1,22,Continente Shopping,Feminino,Esportes,2,1,3,6,Pontual
1423,2515.9,6,29,Balneário Shopping,Masculino,Moda,1,5,5,11,Premium
1449,2468.2,4,17,Garten Shopping,Masculino,Moda,3,4,5,12,Premium
1454,317.7,2,19,Garten Shopping,Feminino,Gastronomia,3,2,2,7,Potencial
1533,577.73,5,20,Continente Shopping,Feminino,Moda,2,4,3,9,Potencial
1574,86.0,1,25,Garten Shopping,Feminino,Gastronomia,2,1,1,4,Pontual
1597,268.99,2,7,Neumarkt Shopping,Feminino,Esportes,4,2,2,8,Potencial
1647,271.88,4,17,Neumarkt Shopping,Feminino,Gastronomia,3,4,2,9,Potencial
1738,309.0,2,17,Balneário Shopping,Feminino,Gastronomia,3,2,2,7,Potencial
1755,315.5,3,12,Garten Shopping,Masculino,Moda,4,3,2,9,Potencial
1775,1022.3900000000001,7,5,Continente Shopping,Masculino,Calçados,5,5,4,14,VIP
