shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,1725,2261348.13,3.03768115942029,3.0759420289855073,3.4144927536231884,9.528115942028986,1310.926452173913,332,937709.51,2824.426234939759,554,880599.57,1589.5299097472923,542,366714.81,676.5955904059041,297,76324.24,256.98397306397305,24.26
Garten Shopping,2139,2096173.3,3.0603085553997196,3.006077606358111,2.9041608228143994,8.97054698457223,979.9781673679289,296,571531.32,1930.8490540540538,654,950720.7,1453.701376146789,699,469112.49,671.1194420600858,490,104808.79,213.89548979591837,22.48
Neumarkt Shopping,2019,2076125.34,2.9687964338781576,2.9375928677563152,3.004952947003467,8.91134224863794,1028.2938781575037,309,680908.79,2203.5883171521036,559,809349.96,1447.8532379248657,648,475466.37,733.7443981481481,503,110400.22,219.48353876739563,22.27
Continente Shopping,1972,1831977.19,2.9087221095334685,3.1196754563894524,2.8879310344827585,8.916328600405679,928.9945182555781,267,533566.56,1998.3766292134833,576,812857.36,1411.2106944444445,661,381276.21,576.8172617246596,468,104277.06,222.81423076923076,19.65
Norte Shopping,610,580822.31,2.99672131147541,2.8311475409836064,2.9245901639344263,8.752459016393443,952.1677213114755,68,126504.63,1860.362205882353,172,273198.64,1588.3641860465118,226,148415.34,656.7050442477876,144,32703.7,227.10902777777778,6.23
Nações Shopping,668,476193.31,3.0763473053892216,2.7739520958083834,2.62125748502994,8.471556886227544,712.8642365269461,76,167629.67,2205.6535526315793,157,145205.3,924.8745222929936,259,127378.05,491.8071428571429,176,35980.29,204.43346590909093,5.11
