faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),17,46615.46,3.2945736434108532
Gen X (1965-1980),128,175556.79,24.8062015503876
Gen Z (1997-2012),74,67790.53,14.34108527131783
Millennials (1981-1996),295,340897.72000000003,57.17054263565892
Nao Informado,1,30.0,0.1937984496124031
Silent (antes 1946),1,1024.73,0.1937984496124031
