perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,3173,9153238.28,9.973211471793256,4.536085723290261,4.788213047589032,4.609202647336905,13.9335014182162,2884.7268452568546,15.67,37.42
Premium,5377,8020843.62,3.6092616700762505,3.483355030686256,3.6886739817742233,3.7080156220941047,10.880044634554585,1491.6949265389624,26.56,32.79
Potencial,7135,5682231.7,2.0578836720392433,2.7777154870357395,2.6241065171688858,2.598177995795375,8.0,796.3884653118431,35.25,23.23
Pontual,4558,1606661.59,1.3043001316366827,1.7088635366388767,1.5307152259763055,1.673102237823607,4.912681000438789,352.49267003071526,22.52,6.57
