cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
136,384.93,1,6,Garten Shopping,Masculino,Moda,5,1,2,8,Potencial
152,1720.95,23,2,Garten Shopping,Feminino,Gastronomia,5,5,5,15,VIP
164,2131.02,14,3,Nações Shopping,Feminino,Gastronomia,5,5,5,15,VIP
168,3031.07,60,2,Continente Shopping,Feminino,Gastronomia,5,5,5,15,VIP
169,5253.52,36,34,Continente Shopping,Masculino,Gastronomia,4,5,5,14,VIP
170,3632.1400000000003,10,22,Nações Shopping,Masculino,Moda,5,5,5,15,VIP
177,58.45,1,3,Nações Shopping,Feminino,Pets,5,1,1,7,Potencial
195,1449.71,8,3,Continente Shopping,Feminino,Beleza e Bem-estar,5,5,4,14,VIP
196,41.8,2,47,Garten Shopping,Nao Informado,Gastronomia,3,2,1,6,Pontual
228,997.08,6,55,Nações Shopping,Masculino,Beleza e Bem-estar,2,5,4,11,Premium
234,483.78,5,21,Balneário Shopping,Feminino,Gastronomia,5,4,2,11,Premium
235,233.07,4,8,Continente Shopping,Masculino,Gastronomia,5,4,1,10,Premium
241,1434.9499999999998,3,49,Balneário Shopping,Feminino,Beleza e Bem-estar,3,3,4,10,Premium
259,752.6,5,49,Neumarkt Shopping,Masculino,Beleza e Bem-estar,3,4,3,10,Premium
266,1754.6100000000001,11,51,Norte Shopping,Feminino,Papelaria,2,5,5,12,Premium
272,2681.84,34,4,Norte Shopping,Feminino,Calçados,5,5,5,15,VIP
277,76.0,2,14,Neumarkt Shopping,Feminino,Gastronomia,5,2,1,8,Potencial
281,2091.68,6,8,Balneário Shopping,Feminino,Gastronomia,5,5,4,14,VIP
307,557.1,8,4,Balneário Shopping,Feminino,Gastronomia,5,5,2,12,Premium
349,1924.56,7,23,Neumarkt Shopping,Masculino,Esportes,4,5,5,14,VIP
360,179.6,1,39,Norte Shopping,Feminino,Livrarias,4,1,1,6,Pontual
375,2947.2,65,3,Garten Shopping,Feminino,Gastronomia,5,5,5,15,VIP
382,2811.5099999999998,36,2,Balneário Shopping,Feminino,Supermercado,5,5,5,15,VIP
424,308.62,7,5,Continente Shopping,Masculino,Gastronomia,5,5,1,11,Premium
446,843.6999999999999,3,56,Nações Shopping,Masculino,Calçados,1,4,4,9,Potencial
465,782.99,2,48,Continente Shopping,Masculino,Gastronomia,3,2,3,8,Potencial
568,5068.55,32,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
610,3462.83,53,8,Neumarkt Shopping,Masculino,Gastronomia,5,5,5,15,VIP
617,126.77000000000001,3,23,Garten Shopping,Feminino,Gastronomia,4,3,1,8,Potencial
649,344.57,12,5,Continente Shopping,Masculino,Gastronomia,5,5,2,12,Premium
770,370.33000000000004,2,31,Norte Shopping,Masculino,Casa e Decoração,4,2,2,8,Potencial
795,349.99,1,21,Balneário Shopping,Feminino,Esportes,5,1,1,7,Potencial
827,791.01,2,77,Continente Shopping,Masculino,Gastronomia,1,2,3,6,Pontual
848,590.47,2,25,Continente Shopping,Feminino,Moda,4,2,3,9,Potencial
878,1125.5,4,12,Garten Shopping,Feminino,Gastronomia,5,4,4,13,VIP
907,1747.98,11,14,Nações Shopping,Feminino,Moda,5,5,5,15,VIP
948,120.69999999999999,2,7,Norte Shopping,Masculino,Beleza e Bem-estar,5,2,1,8,Potencial
986,277.36,4,13,Nações Shopping,Feminino,Gastronomia,5,4,2,11,Premium
988,417.65,4,59,Neumarkt Shopping,Masculino,Moda,1,4,2,7,Potencial
1007,3491.1,4,28,Neumarkt Shopping,Feminino,Moda Feminina,4,4,5,13,VIP
1070,778.59,5,43,Neumarkt Shopping,Masculino,Esportes,4,4,3,11,Premium
1072,599.99,1,50,Nações Shopping,Masculino,Esportes,3,1,3,7,Potencial
1104,576.48,10,23,Nações Shopping,Masculino,Gastronomia,4,5,3,12,Premium
