perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,3157,9186663.07,10.033576179917644,4.537218878682293,4.783655369021223,4.609756097560975,13.930630345264492,2909.9344535951855,15.6,37.55
Premium,5315,8017022.93,3.61862652869238,3.4696142991533394,3.674694261523989,3.7285042333019756,10.872812793979303,1508.3768447789275,26.26,32.77
Potencial,7310,5737898.4,2.0562243502051984,2.7741450068399454,2.6339261285909714,2.5946648426812584,8.002735978112176,784.9382216142271,36.11,23.46
Pontual,4461,1521390.79,1.286707016364044,1.7227079130239857,1.533736830307106,1.6570275722932077,4.9134723156243,341.0425442725846,22.04,6.22
