perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,2970,12564522.09,4230.4788181818185,7.781144781144781,14.67,51.36
Premium,4069,5719191.59,1405.5521233718357,4.396657655443598,20.1,23.38
Potencial,5533,4006599.64,724.127894451473,2.921380806072655,27.33,16.38
Pontual,7671,2172661.87,283.2305918393951,1.8923217311954112,37.89,8.88
