shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Neumarkt Shopping,VIP,9,Casa e Decoração,92932.52,4.32,398,272
Neumarkt Shopping,VIP,10,Esportes,89924.58,4.18,243,188
Norte Shopping,Premium,1,Moda,77362.42,26.67,205,135
Norte Shopping,Premium,2,Eletrodomésticos,44375.28,15.3,56,33
Norte Shopping,Premium,3,Eletrônicos,36945.62,12.74,21,20
Norte Shopping,Premium,4,Casa e Decoração,34585.78,11.92,83,63
Norte Shopping,Premium,5,Telefonia,27260.0,9.4,13,10
Norte Shopping,Premium,6,Beleza e Bem-estar,16291.42,5.62,76,56
Norte Shopping,Premium,7,Calçados,15534.44,5.36,43,34
Norte Shopping,Premium,8,Supermercado,13599.65,4.69,86,45
Norte Shopping,Premium,9,Joalheria,13046.03,4.5,28,26
Norte Shopping,Premium,10,Esportes,11037.75,3.81,42,39
Norte Shopping,VIP,1,Moda,102127.79000000001,18.88,353,200
Norte Shopping,VIP,2,Eletrônicos,95565.70000000001,17.66,32,31
Norte Shopping,VIP,3,Eletrodomésticos,85510.57,15.8,149,87
Norte Shopping,VIP,4,Casa e Decoração,75450.99,13.95,210,133
Norte Shopping,VIP,5,Supermercado,44596.07,8.24,267,112
Norte Shopping,VIP,6,Esportes,36361.99,6.72,99,80
Norte Shopping,VIP,7,Gastronomia,27742.33,5.13,562,142
Norte Shopping,VIP,8,Beleza e Bem-estar,27484.3,5.08,119,90
Norte Shopping,VIP,9,Calçados,23834.49,4.41,104,68
Norte Shopping,VIP,10,Telefonia,22382.86,4.14,12,10
