dia_semana,valor,transacoes
Domingo,4579904.37,14871
Quarta,2600167.73,8195
Quinta,3171812.88,9631
Sabado,4414899.18,14481
Segunda,4484544.06,13102
Sexta,3420568.33,9961
Terca,3709728.23,10033
