genero,qtd_clientes,valor_total,pct_clientes
Feminino,6011,6312251.12,58.787286063569674
Masculino,4204,4931252.73,41.11491442542787
Nao Informado,1,1222.91,0.009779951100244499
Outro,9,7366.12,0.08801955990220049
