faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),486,204,0,0
Gen X (1965-1980),2206,835,2,1
Gen Z (1997-2012),641,216,2,0
Millennials (1981-1996),3262,1256,1,5
Nao Informado,1,0,2,0
Silent (antes 1946),9,4,0,0
