faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),511713.59,279274.34,0.0,0.0
Gen X (1965-1980),2338172.65,1028817.46,2638.44,469.97
Gen Z (1997-2012),484569.94,203163.32,781.08,0.0
Millennials (1981-1996),3063684.47,1382520.91,1165.31,5830.6900000000005
Nao Informado,425.6,0.0,4925.49,0.0
Silent (antes 1946),9025.29,5461.030000000001,0.0,0.0
