dia_semana,valor,transacoes
Domingo,695213.1,2064
Quarta,292568.2,777
Quinta,355496.01,1011
Sabado,825226.89,2259
Segunda,284631.9,937
Sexta,440160.38,1274
Terca,241924.21,674
