loja,valor,clientes
Motorola,47775.32,21
Vivara,20435.0,2
Renner,8223.87,27
Havan,7937.88,14
Swarovski,7908.0,4
Claro,7174.0,3
TIM,6887.48,1
Brooksfield,5533.74,1
JCanedo,4131.76,3
Vivo,3912.0,1
O Boticário,3423.11,17
Cavezzale,3050.27,7
Centauro,2559.84,9
LINDT,2503.3199999999997,12
Riachuelo,2470.93,14
FARM,2315.1,3
Le Lis ,1832.74,2
Game Mania,1709.9,2
Ótica Chroma ,1638.0,1
Ri Happy,1543.38,6
