shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Balneário Shopping,572,452089.09,604.0313664176732,267,256974.51,672.9606894790603,98,80365.77,640.0193282312925,88,63721.06,642.1663257575757,119,51027.75,391.53703081232493,42,133370.15,1900.4526767676766,91,121301.07,1029.2946153846153,173,124325.34,601.1646098265895,266,73092.53,255.71293859649123,51,60.56
Garten Shopping,55,128336.09,2149.9796128094126,19,99486.24,4925.591852965747,15,15475.06,849.8747094017094,13,12023.09,847.1223076923077,8,1351.7,112.74035714285714,8,98948.05,12080.375178571428,11,16701.7,1022.3400077700077,13,9134.5,528.0843992673992,23,3551.84,151.9582608695652,12,17.19
Continente Shopping,137,89699.15000000001,361.063183872089,35,39756.32000000001,452.53075000000007,20,15907.46,332.3376875,29,16558.26,413.86025862068965,53,17477.11,282.61091868823,7,39707.46,1872.629642857143,7,9589.92,541.6399404761904,32,22167.829999999998,540.803123139881,91,18233.94,167.69306776556775,8,12.02
Neumarkt Shopping,57,53542.94,444.8205397205134,30,43979.67,679.552631024531,4,2348.37,176.564,7,3520.52,242.90642857142856,16,3694.38,160.09942708333332,10,38946.4,1790.2801515151514,2,2811.48,433.60799999999995,7,5194.08,168.7557022263451,38,6590.98,142.19640350877194,11,7.17
Norte Shopping,20,15281.61,389.236994047619,9,4862.53,108.78119047619047,1,4097.9,1365.9666666666665,4,5304.61,1105.793125,6,1016.5699999999999,169.4283333333333,2,6707.629999999999,900.4608333333332,4,6402.26,998.3270535714286,1,506.24,506.24,13,1665.48,114.17461538461538,3,2.05
Nações Shopping,13,7514.96,475.24073260073266,4,2296.58,367.897380952381,0,0.0,0.0,3,2973.81,978.2683333333333,6,2244.57,295.2891666666667,1,2375.83,2375.83,1,1249.91,1249.91,4,2631.0600000000004,370.782380952381,7,1258.16,152.75142857142856,1,1.01
