perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,70,320055.52,4572.221714285714,3.3714285714285714,8.2,42.88
Premium,116,158056.34,1362.5546551724137,1.9913793103448276,13.58,21.17
Potencial,230,163959.05,712.8654347826086,1.6608695652173913,26.93,21.96
Pontual,438,104392.93,238.34002283105022,1.17351598173516,51.29,13.98
