shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,572,452089.09,3.0,3.0,3.0,9.0,790.3655419580421,72,128023.05,1778.0979166666666,189,171562.03,907.7356084656085,191,117299.35,614.132722513089,120,35204.66,293.3721666666667,60.56
Garten Shopping,55,128336.09,3.0,3.0,3.0,9.0,2333.3834545454547,11,20938.07,1903.4609090909091,16,37347.670000000006,2334.2293750000003,12,65193.189999999995,5432.765833333333,16,4857.16,303.5725,17.19
Continente Shopping,137,89699.15000000001,3.0,3.0,3.0,9.0,654.7383211678833,23,26909.29,1169.9691304347828,41,48467.87,1182.1431707317074,30,8617.99,287.2663333333333,43,5704.0,132.65116279069767,12.02
Neumarkt Shopping,57,53542.94,3.0,3.0,3.0,9.0,939.3498245614036,8,21571.4,2696.425,19,20943.61,1102.2952631578949,16,9600.699999999999,600.0437499999999,14,1427.23,101.94500000000001,7.17
Norte Shopping,20,15281.61,3.0,3.0,3.0,9.0,764.0805,4,7111.99,1777.9975,5,4779.41,955.882,6,2973.81,495.635,5,416.4,83.28,2.05
Nações Shopping,13,7514.96,3.0,3.0,3.0,9.0,578.0738461538461,2,1166.03,583.015,2,1895.7900000000002,947.8950000000001,7,4215.15,602.1642857142857,2,237.99,118.995,1.01
