shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,9992,16855184.24,2.8617894315452364,3.0097077662129705,3.374899919935949,9.246397117694155,1686.8679183346676,1468,5373387.57,3660.3457561307905,3239,7411507.91,2288.2086786045074,3412,3460566.64,1014.2340679953107,1873,609722.12,325.5323651895355,44.3
Continente Shopping,6564,6256820.45,2.9733394271785496,3.059262644728824,2.8493296770262035,8.881931748933576,953.2023842169409,819,1719983.35,2100.101770451771,1931,2640847.23,1367.6060227861212,2389,1519951.41,636.2291377145249,1425,376038.46,263.88663859649125,16.44
Neumarkt Shopping,5938,6180519.08,3.1197372852812393,3.0331761535870663,2.8932300437857865,9.046143482654092,1040.8418794206805,902,2153201.43,2387.1412749445676,1703,2383605.13,1399.6506928948913,2016,1302915.61,646.2875049603175,1317,340796.91,258.76758542141226,16.24
Garten Shopping,5733,5681783.43,2.9888365602651317,3.007674864817722,2.910343624629339,8.906855049712192,991.0663579277865,722,1682674.1300000001,2330.573587257618,1726,2334849.29,1352.7516164542294,1988,1316566.86,662.256971830986,1297,347693.15,268.0749036237471,14.93
Norte Shopping,3002,2622276.44,3.000999333777482,2.857761492338441,2.6728847435043304,8.531645569620252,873.5098067954697,324,613722.82,1894.206234567901,746,969286.65,1299.3118632707776,1157,848565.04,733.4183578219534,775,190701.93,246.06700645161288,6.89
Nações Shopping,758,451260.17,4.195250659630607,2.604221635883905,2.1728232189973613,8.972295514511874,595.3300395778364,112,198891.12,1775.8135714285713,190,155115.87,816.3993157894737,322,83622.51,259.6972360248447,134,13630.67,101.72141791044776,1.19
