faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),364,245228.66,5.963302752293578
25-39 (Millennials),2206,1857898.53,36.14023591087811
40-54 (Gen X),2520,2699266.98,41.284403669724774
55-69 (Boomers),853,917105.68,13.974442988204455
70+ (Silent),160,206949.62,2.621231979030144
Nao Informado,1,943.9499999999999,0.0163826998689384
