faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),27,28994.01,4.918032786885246
Gen X (1965-1980),155,152956.16,28.233151183970858
Gen Z (1997-2012),70,27310.37,12.750455373406194
Millennials (1981-1996),296,261792.65,53.916211293260474
Silent (antes 1946),1,1142.25,0.18214936247723132
