genero,qtd_clientes,valor_total,pct_clientes
Feminino,5788,6365054.42,63.11198342601679
Masculino,3377,4767889.09,36.822592956057136
Nao Informado,3,1918.63,0.03271180896303566
Outro,3,2610.38,0.03271180896303566
