dia_semana,valor,transacoes
Domingo,849713.5700000001,2386
Quarta,370298.29,1020
Quinta,561280.34,1361
Sabado,1119132.03,3023
Segunda,520935.39,1350
Sexta,499602.01,1325
Terca,474847.95,1021
