cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
118,8551.53,9,0,Continente Shopping,Masculino,Gastronomia,5,5,5,15,VIP
151,274.18,9,0,Neumarkt Shopping,Masculino,Gastronomia,5,5,2,12,Premium
160,96.72999999999999,5,1,Norte Shopping,Feminino,Supermercado,5,4,1,10,Premium
164,655.3199999999999,2,23,Nações Shopping,Feminino,Beleza e Bem-estar,1,2,4,7,Potencial
168,571.3499999999999,3,17,Continente Shopping,Feminino,Gastronomia,2,3,4,9,Potencial
169,71.1,2,0,Continente Shopping,Masculino,Gastronomia,5,2,1,8,Potencial
170,295.5,1,8,Nações Shopping,Masculino,Moda,4,1,3,8,Potencial
195,971.8100000000001,8,5,Continente Shopping,Feminino,Gastronomia,4,5,4,13,VIP
235,719.5999999999999,2,12,Continente Shopping,Masculino,Moda,3,2,4,9,Potencial
241,836.0,1,18,Balneário Shopping,Feminino,Beleza e Bem-estar,2,1,4,7,Potencial
249,15.9,1,0,Norte Shopping,Masculino,Supermercado,5,1,1,7,Potencial
259,370.78,4,19,Neumarkt Shopping,Masculino,Beleza e Bem-estar,2,3,3,8,Potencial
269,43.9,1,11,Continente Shopping,Masculino,Gastronomia,3,1,1,5,Pontual
349,1430.78,7,3,Norte Shopping,Masculino,Gastronomia,5,5,5,15,VIP
360,532.79,1,15,Norte Shopping,Feminino,Casa e Decoração,3,1,3,7,Potencial
365,807.61,5,24,Norte Shopping,Masculino,Supermercado,1,4,4,9,Potencial
375,287.65999999999997,5,18,Garten Shopping,Feminino,Gastronomia,2,4,2,8,Potencial
395,845.61,6,14,Continente Shopping,Feminino,Moda,3,4,4,11,Premium
457,587.73,4,14,Norte Shopping,Feminino,Gastronomia,3,3,4,10,Premium
506,262.92,9,0,Nações Shopping,Feminino,Eletrodomésticos,5,5,2,12,Premium
568,375.23,14,0,Neumarkt Shopping,Feminino,Gastronomia,5,5,3,13,VIP
611,1802.93,5,1,Balneário Shopping,Feminino,Beleza e Bem-estar,5,4,5,14,VIP
617,600.84,4,2,Garten Shopping,Feminino,Moda,5,3,4,12,Premium
725,858.47,18,0,Continente Shopping,Feminino,Gastronomia,5,5,4,14,VIP
736,119.8,1,28,Neumarkt Shopping,Masculino,Moda,1,1,1,3,Pontual
752,2660.67,44,1,Neumarkt Shopping,Masculino,Gastronomia,5,5,5,15,VIP
769,3349.7200000000003,11,9,Balneário Shopping,Feminino,Moda,3,5,5,13,VIP
770,119.0,1,24,Norte Shopping,Masculino,Infantil,1,1,1,3,Pontual
901,306.5,2,4,Garten Shopping,Feminino,Outros,4,2,3,9,Potencial
1010,119.59,2,12,Neumarkt Shopping,Feminino,Gastronomia,3,2,1,6,Pontual
1138,365.4,1,2,Balneário Shopping,Feminino,Moda,5,1,3,9,Potencial
1176,134.81,4,9,Norte Shopping,Masculino,Gastronomia,3,3,1,7,Potencial
1213,353.69,4,2,Continente Shopping,Feminino,Gastronomia,5,3,3,11,Premium
1224,1683.78,4,16,Nações Shopping,Feminino,Moda,2,3,5,10,Premium
1449,519.5,1,23,Garten Shopping,Masculino,Moda,1,1,3,5,Pontual
1559,379.95,1,18,Nações Shopping,Feminino,Moda,2,1,3,6,Pontual
2035,365.8,3,4,Garten Shopping,Masculino,Gastronomia,4,3,3,10,Premium
2040,197.89,3,24,Balneário Shopping,Feminino,Livrarias,1,3,2,6,Pontual
2082,108.69,4,13,Norte Shopping,Masculino,Gastronomia,3,3,1,7,Potencial
2091,1290.04,10,9,Nações Shopping,Masculino,Gastronomia,3,5,5,13,VIP
2166,563.38,8,2,Continente Shopping,Feminino,Gastronomia,5,5,4,14,VIP
2185,469.92999999999995,2,22,Nações Shopping,Feminino,Casa e Decoração,2,2,3,7,Potencial
2213,27.9,1,21,Norte Shopping,Masculino,Supermercado,2,1,1,4,Pontual
2363,368.73,1,0,Neumarkt Shopping,Feminino,Moda,5,1,3,9,Potencial
2374,4850.65,19,0,Neumarkt Shopping,Masculino,Gastronomia,5,5,5,15,VIP
2487,1716.8,9,2,Norte Shopping,Feminino,Eletrodomésticos,5,5,5,15,VIP
2558,629.78,4,10,Garten Shopping,Masculino,Moda,3,3,4,10,Premium
2600,2444.43,6,2,Garten Shopping,Feminino,Gastronomia,5,4,5,14,VIP
2643,1030.7,8,2,Nações Shopping,Feminino,Gastronomia,5,5,4,14,VIP
2685,1547.29,8,3,Garten Shopping,Masculino,Moda,5,5,5,15,VIP
2723,274.0,1,24,Norte Shopping,Masculino,Beleza e Bem-estar,1,1,2,4,Pontual
2737,144.1,2,17,Balneário Shopping,Feminino,Gastronomia,2,2,2,6,Pontual
2880,149.94,1,17,Nações Shopping,Feminino,Moda,2,1,2,5,Pontual
2896,64.99000000000001,2,28,Garten Shopping,Feminino,Casa e Decoração,1,2,1,4,Pontual
2987,5885.5,8,4,Balneário Shopping,Feminino,Moda,4,5,5,14,VIP
3019,441.39,8,16,Nações Shopping,Masculino,Gastronomia,2,5,3,10,Premium
3107,78.6,2,24,Balneário Shopping,Feminino,Gastronomia,1,2,1,4,Pontual
3111,507.84999999999997,5,8,Neumarkt Shopping,Feminino,Beleza e Bem-estar,4,4,3,11,Premium
3184,719.01,11,8,Neumarkt Shopping,Feminino,Beleza e Bem-estar,4,5,4,13,VIP
3261,719.75,2,2,Garten Shopping,Masculino,Moda,5,2,4,11,Premium
3280,3515.32,17,10,Norte Shopping,Masculino,Gastronomia,3,5,5,13,VIP
3307,302.04999999999995,4,9,Norte Shopping,Feminino,Moda,3,3,3,9,Potencial
3421,178.89,5,2,Nações Shopping,Masculino,Calçados,5,4,2,11,Premium
3439,1534.0,4,16,Neumarkt Shopping,Masculino,Esportes,2,3,5,10,Premium
3519,38.35,2,23,Nações Shopping,Feminino,Beleza e Bem-estar,1,2,1,4,Pontual
3582,1619.56,5,5,Continente Shopping,Feminino,Calçados,4,4,5,13,VIP
3596,114.85,4,2,Garten Shopping,Feminino,Kids,5,3,1,9,Potencial
3637,502.42,2,24,Norte Shopping,Feminino,Casa e Decoração,1,2,3,6,Pontual
3671,2561.7000000000003,10,8,Continente Shopping,Feminino,Moda,4,5,5,14,VIP
3696,204.3,4,1,Nações Shopping,Feminino,Gastronomia,5,3,2,10,Premium
3735,19.0,1,29,Garten Shopping,Feminino,Serviços,1,1,1,3,Pontual
3828,359.66999999999996,4,9,Neumarkt Shopping,Feminino,Gastronomia,3,3,3,9,Potencial
4028,4717.96,7,23,Neumarkt Shopping,Feminino,Moda,1,5,5,11,Premium
4094,766.74,4,9,Nações Shopping,Feminino,Gastronomia,3,3,4,10,Premium
4097,1029.4,1,18,Balneário Shopping,Masculino,Moda,2,1,4,7,Potencial
4141,1027.59,9,1,Continente Shopping,Feminino,Gastronomia,5,5,4,14,VIP
