shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Pontual,1,Gastronomia,19751.95,29.13,301,138
Balneário Shopping,Pontual,2,Moda,18827.48,27.77,91,72
Balneário Shopping,Pontual,3,Infantil,8203.12,12.1,47,41
Balneário Shopping,Pontual,4,Calçados,6363.04,9.39,30,27
Balneário Shopping,Pontual,5,Beleza e Bem-estar,4364.92,6.44,29,28
Balneário Shopping,Pontual,6,Joalheria,3229.5,4.76,6,6
Balneário Shopping,Pontual,7,Esportes,2561.82,3.78,10,10
Balneário Shopping,Pontual,8,Presentes e Acessórios,1730.95,2.55,15,11
Balneário Shopping,Pontual,9,Livrarias,1462.3,2.16,18,16
Balneário Shopping,Pontual,10,Ótica,1304.91,1.92,3,3
Balneário Shopping,Potencial,1,Moda,29647.63,41.26,95,56
Balneário Shopping,Potencial,2,Calçados,8994.86,12.52,25,22
Balneário Shopping,Potencial,3,Beleza e Bem-estar,8219.92,11.44,25,20
Balneário Shopping,Potencial,4,Infantil,7389.03,10.28,22,19
Balneário Shopping,Potencial,5,Gastronomia,6973.24,9.7,121,50
Balneário Shopping,Potencial,6,Esportes,4586.02,6.38,8,8
Balneário Shopping,Potencial,7,Presentes e Acessórios,2146.04,2.99,9,7
Balneário Shopping,Potencial,8,Livrarias,1796.8,2.5,9,9
Balneário Shopping,Potencial,9,Joalheria,1390.0,1.93,3,3
Balneário Shopping,Potencial,10,Calçados Femininos,719.9,1.0,6,5
Balneário Shopping,Premium,1,Moda,43034.82,43.98,131,73
Balneário Shopping,Premium,2,Presentes e Acessórios,12638.380000000001,12.92,25,16
Balneário Shopping,Premium,3,Gastronomia,11081.15,11.33,174,67
Balneário Shopping,Premium,4,Beleza e Bem-estar,6956.41,7.11,37,27
Balneário Shopping,Premium,5,Esportes,5620.47,5.74,17,13
Balneário Shopping,Premium,6,Infantil,4967.26,5.08,19,16
Balneário Shopping,Premium,7,Telefonia,4918.48,5.03,2,2
Balneário Shopping,Premium,8,Ótica,3474.9,3.55,4,3
Balneário Shopping,Premium,9,Calçados,2603.65,2.66,10,9
Balneário Shopping,Premium,10,Moda Feminina,2544.84,2.6,3,3
Balneário Shopping,VIP,1,Moda,374651.6,39.36,773,379
Balneário Shopping,VIP,2,Moda Feminina,144242.38,15.16,58,23
Balneário Shopping,VIP,3,Beleza e Bem-estar,106265.49,11.17,292,187
Balneário Shopping,VIP,4,Gastronomia,65000.56,6.83,875,304
Balneário Shopping,VIP,5,Joalheria,61987.83,6.51,37,31
Balneário Shopping,VIP,6,Eletrônicos,55442.91,5.83,10,9
Balneário Shopping,VIP,7,Infantil,43330.47,4.55,163,121
Balneário Shopping,VIP,8,Calçados,38574.25,4.05,97,74
Balneário Shopping,VIP,9,Casa e Decoração,32135.96,3.38,69,46
Balneário Shopping,VIP,10,Calçados Femininos,30140.22,3.17,52,40
Continente Shopping,Pontual,1,Moda,25275.87,35.27,137,110
Continente Shopping,Pontual,2,Gastronomia,16622.82,23.19,274,136
Continente Shopping,Pontual,3,Calçados,7943.43,11.08,33,32
Continente Shopping,Pontual,4,Esportes,5111.1,7.13,31,29
Continente Shopping,Pontual,5,Beleza e Bem-estar,4265.71,5.95,54,44
Continente Shopping,Pontual,6,Eletrodomésticos,3293.93,4.6,75,52
Continente Shopping,Pontual,7,Farmácias,2659.65,3.71,25,24
Continente Shopping,Pontual,8,Presentes e Acessórios,2206.89,3.08,8,8
Continente Shopping,Pontual,9,Livrarias,2185.36,3.05,36,28
Continente Shopping,Pontual,10,Joalheria,2109.0,2.94,3,3
Continente Shopping,Potencial,1,Moda,50863.06,43.06,185,108
Continente Shopping,Potencial,2,Gastronomia,23370.27,19.78,406,132
Continente Shopping,Potencial,3,Esportes,11629.76,9.85,39,27
Continente Shopping,Potencial,4,Beleza e Bem-estar,10927.95,9.25,56,45
