quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,3.0,1.0,135.8,Global
40%,8.0,2.0,292.6500000000001,Global
60%,15.0,4.0,548.982,Global
80%,22.0,6.0,1093.7760000000005,Global
