shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Balneário Shopping,1119,1291725.79,1154.3572743521001,586,1036907.22,1769.4662457337884,140,107879.6,770.5685714285714,122,73155.57,599.6358196721312,271,73783.4,272.2634686346863,153,764334.76,4995.652026143791,177,244769.18,1382.8767231638417,215,155633.44,723.8764651162791,574,126988.41,221.23416376306622,172,24.88
Neumarkt Shopping,1198,1106911.52,923.9662103505843,684,859308.36,1256.2987719298246,166,111377.12,670.9465060240964,169,81948.91,484.9047928994083,179,54277.13,303.2241899441341,129,509274.69,3947.865813953488,189,267590.0,1415.8201058201057,281,197353.69,702.3262989323844,599,132693.14,221.52444073455763,159,21.32
Continente Shopping,1403,1012128.68,721.4031931575196,597,649520.88,1087.9746733668342,229,156515.58,683.4741484716156,240,126279.18000000001,526.1632500000001,337,79813.04,236.83394658753707,92,385871.54,4194.255869565217,184,253055.44,1375.301304347826,278,200070.87,719.6793884892086,849,173130.83,203.9232391048292,111,19.49
Garten Shopping,790,646641.03,818.5329493670887,423,496199.11,1173.0475413711583,128,74416.23,581.376796875,100,42434.3,424.343,139,33591.39,241.6646762589928,67,282001.57,4208.978656716418,106,147839.09,1394.708396226415,173,124338.51,718.719710982659,444,92461.86,208.24743243243245,79,12.45
Norte Shopping,982,633832.48,645.4505906313645,263,285657.34,1086.1495817490495,199,139581.77,701.4159296482411,214,118827.5,555.268691588785,306,89765.87,293.3525163398693,54,186817.36000000002,3459.580740740741,119,165720.34,1392.607899159664,207,147062.16,710.4452173913044,602,134232.62,222.97777408637873,65,12.21
Nações Shopping,828,501148.65,605.2519927536232,262,265825.79,1014.6022519083969,154,86711.84,563.0638961038961,164,78599.82,479.26719512195126,248,70011.2,282.3032258064516,38,159939.72,4208.94,82,109682.64,1337.5931707317072,166,113611.22,684.4049397590361,542,117915.07,217.55547970479705,46,9.65
