Metrica,High Spenders,Demais Clientes
Qtd Clientes,3534.0,31805.0
Valor Total (R$),18303329.79,24410632.22
Ticket Medio (R$),5179.210466893039,767.5092664675365
Freq Media Compras,5.379739671760046,2.8980034585756957
Idade Media,43.58259175398873,41.40695916924917
% Feminino,62.28070175438597,64.9834931614526
% Masculino,37.492925863044704,34.65492847036629
