faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),316,1645876.67,5208.470474683544,8.941709111488398
Gen X (1965-1980),1187,6473335.99,5453.5265290648695,33.58800226372382
Gen Z (1997-2012),321,1604256.49,4997.6837694704045,9.083191850594227
Millennials (1981-1996),1691,8502948.46,5028.355091661739,47.8494623655914
Nao Informado,6,22690.190000000002,3781.6983333333337,0.1697792869269949
Silent (antes 1946),13,54221.99,4170.922307692307,0.36785512167515566
