faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),1400,744,0,4
25-39 (Millennials),9175,5115,2,13
40-54 (Gen X),9168,4802,1,6
55-69 (Boomers),2685,1438,0,0
70+ (Silent),439,241,0,1
Nao Informado,2,7,96,0
