sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Feminino,3993,63.401079707843756,4094224.1899999995
CS,Masculino,2276,36.13845665290568,2532361.09
CS,Nao Informado,26,0.412829469672912,17388.16
CS,Outro,3,0.0476341695776437,759.2300000000001
BS,Masculino,3116,32.064210742951225,4724506.5600000005
BS,Feminino,6565,67.55505247993415,9630479.469999999
BS,Outro,5,0.05145091582630171,7129.83
BS,Nao Informado,32,0.3292858612883309,32494.430000000008
NK,Masculino,2246,33.764281419122064,2723605.77
NK,Feminino,4391,66.01022248947685,4786676.93
NK,Nao Informado,11,0.16536380036079376,9015.38
NK,Outro,4,0.06013229104028864,2207.93
NR,Masculino,1050,39.25233644859813,1342283.26
NR,Feminino,1617,60.44859813084113,1451101.65
NR,Outro,2,0.07476635514018691,465.83
NR,Nao Informado,6,0.22429906542056074,2909.8399999999997
GS,Masculino,2489,36.072463768115945,3096013.8699999996
GS,Feminino,4390,63.6231884057971,4747747.359999999
GS,Outro,7,0.10144927536231885,5923.35
GS,Nao Informado,14,0.2028985507246377,14055.359999999997
NS,Feminino,2466,63.45856922285126,2170564.91
NS,Masculino,1404,36.12969634585692,1312642.8199999998
NS,Nao Informado,13,0.33453422542460115,7526.429999999999
NS,Outro,3,0.07720020586721565,1878.36
