faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),1165472.3800000001,749026.73,0.0,4632.21
25-39 (Millennials),9728079.93,6031606.83,1729.96,10421.390000000001
40-54 (Gen X),11896603.19,6458308.85,20.0,2866.08
55-69 (Boomers),3407495.77,2157099.9,0.0,0.0
70+ (Silent),682501.6900000001,325265.61,0.0,444.85
Nao Informado,641.55,10105.449999999999,81639.64,0.0
