faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),832.4802714285715,1006.7563575268817,0.0,1158.0525
25-39 (Millennials),1060.281191280654,1179.199771260997,864.98,801.6453846153847
40-54 (Gen X),1297.6225119982548,1344.9206268221574,20.0,477.68
55-69 (Boomers),1269.085947858473,1500.069471488178,0.0,0.0
70+ (Silent),1554.6735535307519,1349.649834024896,0.0,444.85
Nao Informado,320.775,1443.6357142857141,850.4129166666667,0.0
