sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,25-39 (Millennials),2576,40.90187361067005,2636091.54
BS,40-54 (Gen X),2530,40.17148301047952,2762831.1300000004
BS,55-69 (Boomers),687,10.908224833280407,800615.84
BS,16-24 (Gen Z),366,5.811368688472531,298132.05000000005
BS,70+ (Silent),111,1.762464274372817,127662.28
BS,Nao Informado,28,0.4445855827246745,19399.829999999998
CS,40-54 (Gen X),3767,38.7631199835357,6184249.619999999
CS,55-69 (Boomers),1111,11.43239349660424,1667400.17
CS,25-39 (Millennials),4016,41.32537559168553,5478455.89
CS,70+ (Silent),235,2.41819304383618,387424.08999999997
CS,16-24 (Gen Z),556,5.72134183988475,644199.23
CS,Nao Informado,33,0.33957604445359124,32881.29
NK,25-39 (Millennials),2332,35.057125676488276,2296912.03
NK,40-54 (Gen X),2741,41.205652435357784,3443819.24
NK,55-69 (Boomers),1006,15.123271196632594,1268777.63
NK,16-24 (Gen Z),370,5.562236921226699,270392.15
NK,70+ (Silent),193,2.9013830426939267,233460.24
NK,Nao Informado,10,0.15033072760072158,8144.719999999999
GS,25-39 (Millennials),1073,40.112149532710276,988891.1299999999
GS,40-54 (Gen X),1090,40.74766355140187,1151864.27
GS,55-69 (Boomers),310,11.588785046728972,432366.37
GS,16-24 (Gen Z),158,5.906542056074766,156183.14999999997
GS,70+ (Silent),38,1.4205607476635513,64545.82
GS,Nao Informado,6,0.22429906542056074,2909.8399999999997
NR,40-54 (Gen X),2757,39.95652173913044,3396285.4699999997
NR,16-24 (Gen Z),432,6.260869565217392,334081.19999999995
NR,25-39 (Millennials),2827,40.971014492753625,2866072.15
NR,55-69 (Boomers),779,11.289855072463768,1090548.54
NR,70+ (Silent),88,1.2753623188405796,156987.95
NR,Nao Informado,17,0.24637681159420288,19764.63
NS,55-69 (Boomers),338,8.697889861039629,304887.12
NS,25-39 (Millennials),1763,45.36798764796706,1505415.37
NS,40-54 (Gen X),1453,37.39063304168811,1418748.3900000001
NS,16-24 (Gen Z),285,7.334019557385487,216143.53999999998
NS,Nao Informado,14,0.3602676273803397,9286.33
NS,70+ (Silent),33,0.8492022645393721,38131.77
