faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),130483.26000000001,24132.75,0.0,0.0
Gen X (1965-1980),507687.17,137912.83,0.0,0.0
Gen Z (1997-2012),194808.45,80530.42,0.0,643.49
Millennials (1981-1996),921863.06,269265.49,0.0,58.0
Nao Informado,0.0,108.0,30.0,0.0
Silent (antes 1946),3086.3599999999997,0.0,0.0,0.0
