shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,2875,621,417253.06999999995,671.9051046698872,38.498387096774195,1540.5800000000002,63
Continente Shopping,CS,2031,516,631915.23,1224.6419186046512,39.55533980582524,2841.67,52
Neumarkt Shopping,NK,2955,554,458861.51,828.2698736462094,41.26353790613718,1911.9159999999997,56
Garten Shopping,GS,890,236,116624.54000000001,494.17177966101696,37.78389830508475,1206.1999999999998,24
Norte Shopping,NR,1936,473,459131.39,970.6794714587738,38.13347457627118,1576.1760000000002,48
Nações Shopping,NS,1126,302,186823.53999999998,618.6209933774834,37.67880794701987,1386.5090000000007,31
