sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Masculino,157,25.28180354267311,110484.45
CS,Feminino,462,74.39613526570048,306288.8
CS,Outro,2,0.322061191626409,479.82000000000005
BS,Feminino,398,77.13178294573643,495964.27
BS,Masculino,117,22.674418604651162,135920.96
BS,Nao Informado,1,0.1937984496124031,30.0
NK,Masculino,128,23.104693140794225,97538.83
NK,Feminino,426,76.89530685920577,361322.68
NR,Masculino,61,25.847457627118644,24041.11
NR,Feminino,173,73.30508474576271,92361.76000000001
NR,Outro,2,0.847457627118644,221.67000000000002
GS,Feminino,368,77.80126849894292,372382.13
GS,Masculino,105,22.198731501057082,86749.26
NS,Feminino,215,71.19205298013244,129608.66
NS,Masculino,87,28.807947019867548,57214.88
