faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),140,33,0,2
25-39 (Millennials),908,291,0,2
40-54 (Gen X),808,270,0,0
55-69 (Boomers),98,33,0,0
70+ (Silent),11,4,0,0
Nao Informado,1,1,1,0
