sigla,segmento,valor,clientes
CS,Moda,148411.86000000002,283
CS,Gastronomia,64820.98,392
CS,Joalheria,32183.96,12
CS,Calçados,26715.61,86
CS,Beleza e Bem-estar,19365.670000000002,130
CS,Esportes,19200.77,76
CS,Ótica,18089.91,13
CS,Telefonia,15567.0,5
CS,Farmácias,10303.24,93
CS,Casa e Decoração,8868.39,18
CS,Moda Feminina,7935.09,12
CS,Papelaria,7847.36,84
CS,Eletrodomésticos,7296.62,116
CS,Livrarias,6310.92,59
CS,Infantil,6025.05,40
CS,Pets,5940.09,36
CS,Eletrônicos,3976.0,2
CS,Presentes e Acessórios,3498.8,17
CS,Vestuário feminino,1826.4,2
CS,Serviços,1355.65,39
BS,Moda,220016.81,278
BS,Joalheria,79853.3,26
BS,Gastronomia,57596.61,216
BS,Beleza e Bem-estar,53074.57,148
BS,Casa e Decoração,35368.05,42
BS,Moda Feminina,30769.58,26
BS,Infantil,27014.66,97
BS,Calçados,25475.829999999998,54
BS,Ótica,24804.98,12
BS,Presentes e Acessórios,20258.7,61
BS,Esportes,18602.85,49
BS,Livrarias,11754.33,85
BS,Telefonia,11227.96,4
BS,Eletrônicos,4841.610000000001,3
BS,Supermercado,3161.25,47
BS,Papelaria,2413.5,20
BS,Farmácias,2105.77,25
BS,Calçados Femininos,1995.0,1
BS,Serviços,1035.5,21
BS,Eletrodomésticos,451.37,3
NK,Moda,122845.93000000001,259
NK,Gastronomia,71584.74,352
NK,Casa e Decoração,38487.74,121
NK,Beleza e Bem-estar,37854.48,153
NK,Joalheria,32242.53,28
NK,Calçados,20947.03,60
NK,Esportes,16655.64,55
NK,Presentes e Acessórios,16481.57,38
NK,Eletrônicos,15822.18,14
NK,Livrarias,12813.89,92
NK,Farmácias,11575.67,74
NK,Papelaria,10590.36,69
NK,Pets,10196.76,52
NK,Moda Feminina,9005.16,14
NK,Ótica,7298.72,6
NK,Telefonia,7270.0,2
NK,Infantil,7167.6,33
NK,Eletrodomésticos,6998.51,101
NK,Serviços,1441.0,43
NK,Salão de Beleza | Barbearia,1048.0,1
NR,Moda,21909.05,62
NR,Supermercado,20286.9,65
NR,Casa e Decoração,15105.24,46
NR,Gastronomia,12424.58,113
NR,Beleza e Bem-estar,8684.26,49
NR,Eletrodomésticos,7869.91,43
NR,Calçados,6828.84,25
NR,Esportes,5041.4,15
NR,Joalheria,3837.0,6
NR,Ótica,3586.0,1
NR,Papelaria,3544.39,25
NR,Pets,2088.96,20
NR,Livrarias,1296.9,15
NR,Presentes e Acessórios,1269.7,21
NR,Eletrônicos,1210.0,2
NR,Serviços,655.0,32
NR,Infantil,505.90999999999997,8
NR,Lazer,251.5,4
NR,Gastronomia - Sorvetes,216.0,10
NR,Telefonia,13.0,1
GS,Joalheria,143584.3,16
GS,Moda,113756.8,229
GS,Gastronomia,39218.68,252
GS,Calçados,18333.52,66
GS,Beleza e Bem-estar,17149.39,60
GS,Casa e Decoração,14650.71,55
GS,Eletrodomésticos,14579.8,1
GS,Esportes,13987.81,35
GS,Presentes e Acessórios,13735.96,72
GS,Infantil,11764.06,59
GS,Moda Feminina,11683.95,19
GS,Telefonia,10920.27,9
GS,Ótica,8907.12,9
GS,Farmácias,6752.97,47
GS,Livrarias,5284.03,51
GS,Papelaria,4838.75,67
GS,Pets,3776.75,32
GS,Eletrônicos,2489.25,7
GS,Kids,1767.29,23
GS,Gastronomia - Restaurante,1103.48,12
NS,Moda,82646.54,141
NS,Gastronomia,22697.21,146
NS,Calçados,14048.11,27
NS,Beleza e Bem-estar,11833.81,47
NS,Casa e Decoração,11771.84,41
NS,Esportes,11747.93,25
NS,Eletrônicos,10575.0,3
NS,Infantil,4626.37,20
NS,Pets,4033.8900000000003,29
NS,Livrarias,3117.04,33
NS,Eletrodomésticos,2496.6,42
NS,Farmácias,2360.34,27
NS,Outros,1627.6,2
NS,Calçados Femininos,1598.0,2
NS,Joalheria,491.26,3
NS,Serviços,363.0,12
NS,Gastronomia - Sorvetes,297.0,7
NS,Papelaria,283.0,7
NS,Presentes e Acessórios,209.0,2
