sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen X (1965-1980),138,22.22222222222222,111144.64
BS,Gen Z (1997-2012),108,17.391304347826086,76091.75
BS,Millennials (1981-1996),356,57.326892109500804,217404.67
BS,Boomers (1946-1964),18,2.898550724637681,11910.41
BS,Silent (antes 1946),1,0.1610305958132045,701.6
CS,Gen X (1965-1980),128,24.8062015503876,175556.78999999998
CS,Millennials (1981-1996),295,57.17054263565892,340897.72000000003
CS,Gen Z (1997-2012),74,14.34108527131783,67790.53
CS,Boomers (1946-1964),17,3.2945736434108532,46615.45999999999
CS,Nao Informado,1,0.1937984496124031,30.0
CS,Silent (antes 1946),1,0.1937984496124031,1024.73
NK,Millennials (1981-1996),293,52.888086642599276,207149.58
NK,Gen Z (1997-2012),58,10.469314079422382,31095.46
NK,Gen X (1965-1980),176,31.768953068592058,180910.8
NK,Boomers (1946-1964),26,4.693140794223827,38721.4
NK,Silent (antes 1946),1,0.18050541516245489,984.27
GS,Millennials (1981-1996),138,58.47457627118644,60025.21
GS,Gen X (1965-1980),55,23.30508474576271,29123.36
GS,Gen Z (1997-2012),41,17.372881355932204,25887.079999999998
GS,Boomers (1946-1964),1,0.423728813559322,1213.13
GS,Silent (antes 1946),1,0.423728813559322,375.76000000000005
NR,Millennials (1981-1996),282,59.61945031712473,256731.51
NR,Gen Z (1997-2012),84,17.758985200845668,62832.81
NR,Gen X (1965-1980),99,20.930232558139537,86314.18
NR,Boomers (1946-1964),7,1.4799154334038054,53144.89
NR,Nao Informado,1,0.21141649048625794,108.0
NS,Millennials (1981-1996),189,62.58278145695364,108977.86000000002
NS,Gen X (1965-1980),66,21.85430463576159,62550.229999999996
NS,Gen Z (1997-2012),45,14.90066225165563,12284.73
NS,Boomers (1946-1964),2,0.6622516556291391,3010.72
