faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),2718.4012500000003,1206.6375,0.0,0.0
Gen X (1965-1980),1068.8150947368422,889.7601935483871,0.0,0.0
Gen Z (1997-2012),630.4480582524272,875.330652173913,0.0,214.49666666666667
Millennials (1981-1996),814.3666607773852,739.7403571428571,0.0,58.0
Nao Informado,0.0,108.0,30.0,0.0
Silent (antes 1946),1543.1799999999998,0.0,0.0,0.0
