Metrica,High Spenders,Demais Clientes
Qtd Clientes,261.0,2342.0
Valor Total (R$),1101440.87,1169168.41
Ticket Medio (R$),4220.079961685824,499.2179376601195
Freq Media Compras,9.475095785440613,3.988044406490179
Idade Media,43.70440760210271,39.27815279117112
% Feminino,75.47892720306514,75.53373185311699
% Masculino,24.521072796934863,24.25277540563621
