dia_semana,valor,transacoes
Domingo,269645.89,894
Quarta,276404.33,1165
Quinta,227152.81,962
Sabado,246307.07,1038
Segunda,306684.32,1084
Sexta,208789.86000000002,974
Terca,290121.07,1284
