genero,qtd_clientes,valor_total,pct_clientes
Feminino,2651,4220767.22,71.11051502145924
Masculino,1072,1602825.94,28.75536480686695
Nao Informado,1,2108.5,0.02682403433476395
Outro,4,2772.91,0.1072961373390558
