dia_semana,valor,transacoes
Domingo,1871841.01,6048
Quarta,939409.4400000001,2713
Quinta,1078711.23,3237
Sabado,2393151.2,7555
Segunda,1179300.32,3406
Sexta,1235547.91,3916
Terca,951871.84,2854
