faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),2720,6044382.73,9.27947598253275
Gen X (1965-1980),8776,20037441.85,29.93995633187773
Gen Z (1997-2012),4447,5250590.64,15.171260917030569
Millennials (1981-1996),13252,24299842.63,45.210152838427945
Nao Informado,23,25315.92,0.07846615720524017
Silent (antes 1946),94,220574.6,0.3206877729257642
