dia_semana,valor,transacoes
Domingo,10370577.16,36312
Quarta,6505019.97,23010
Quinta,6486137.99,22134
Sabado,9814548.94,34089
Segunda,8088361.6,26317
Sexta,7372450.08,24215
Terca,7241052.63,23474
