dia_semana,valor,transacoes
Domingo,1466797.03,6021
Quarta,639799.37,2592
Quinta,783608.93,3128
Sabado,1253761.22,4772
Segunda,880051.24,3302
Sexta,795431.93,2926
Terca,618795.57,2481
