dia_semana,valor,transacoes
Domingo,2506858.31,9496
Quarta,1419429.05,5216
Quinta,1127596.5,4327
Sabado,1918541.24,7512
Segunda,1918300.57,6737
Sexta,1344841.55,5296
Terca,1689816.84,6651
