genero,qtd_clientes,valor_total,pct_clientes
Feminino,12759,18209708.33,63.734452270343176
Masculino,7232,10941319.1,36.125680603426744
Nao Informado,6,5216.98,0.02997152704930316
Outro,22,18230.260000000002,0.10989559918077826
