dia_semana,valor,transacoes
Domingo,243285.14,980
Quarta,359451.26,1125
Quinta,261640.06,898
Sabado,293854.74,1272
Segunda,326807.96,1075
Sexta,272261.29,960
Terca,329622.16000000003,1182
