dia_semana,valor,transacoes
Domingo,656519.05,3578
Quarta,405222.3,2657
Quinta,389044.14,2546
Sabado,742673.24,4168
Segunda,450397.45,2817
Sexta,419467.59,2843
Terca,394471.61,2692
