dia_semana,valor,transacoes
Domingo,311038.24,2032
Quarta,178425.18,1148
Quinta,176748.75,1251
Sabado,365018.34,1937
Segunda,166451.29,1168
Sexta,225336.07,1376
Terca,167634.37,1121
