dia_semana,valor,transacoes
Domingo,7491488.73,15633
Quarta,3815069.8,7023
Quinta,3592421.47,6830
Sabado,6575480.54,13545
Segunda,4647124.32,8388
Sexta,4082320.0,8090
Terca,3416431.48,6429
