genero,qtd_clientes,valor_total,pct_clientes
Feminino,12546,22448193.09,66.49001006942605
Masculino,6282,11122499.98,33.29270231596799
Nao Informado,34,33033.04,0.18018972918543644
Outro,7,16610.23,0.037097885420531024
